Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation,Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNM 93379,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hoeksema, Bert W.",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,10,"Hoeksema, B. W.",29-May-92,,South Pacific Ocean,Bismarck Sea,,Papua New Guinea,,,,"Madang, Gosem Island, Near Cri, NW Side Of Island",,,,,,,,,,,,,,,399231,,,,,,,,,3/29/2017 16:41,http://n2t.net/ark:/65665/3261c6112-f66d-4b8a-a6c5-8e4a2ec82edd
USNM 96504,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Brook, F.",Oct-95,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora bulbosa Ehrenberg, 1834",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 ca.,,,,"Oliver, W. R.",3-Jan-08,,South Pacific Ocean,,,New Zealand,,,,"Kermadec Islands, Meyer Island",,,,,,,,,0 to 2,,,,,,,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/33180a2cd-2712-4b9f-ac11-5ff33e65bf5e
USNM 99469,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Glynn, P. W.",Jul-98,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Baker, A. B.",,,Indian Ocean,,,Kenya,,,,"Mombasa, Kilindini Harbor, 2 Miles East",,,,,,,,,,,,,,,50964,,,,,,,,,3/29/2017 16:39,http://n2t.net/ark:/65665/3259a82be-39ce-4dce-8f29-c8f144ddb8ad
USNM 99470,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Glynn, P. W.",Jul-98,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,10 ca.,,,252-34,,22-Feb-34,,North Pacific Ocean,Gulf of Chiriqui,,Panama,,,,Secas Islands,7.97,-82.03,,Allan Hancock Pacific Expedition,Velero III R/V,,,,,,,,,,128938,,,,,,,,,11/21/2017 21:46,http://n2t.net/ark:/65665/3c4a23f5d-0a50-4ac1-b70d-0acf7c1f728f
USNM 99473,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Glynn, P. W.",Jul-98,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3 ca.,,,247-34,W.L. Schmitt Collection,21-Feb-34,,North Pacific Ocean,,,Panama,,,,Honda Bay,7.77,-81.52,,Allan Hancock Pacific Expedition,Velero III R/V,,,,,,,,,,128938,,,,,,,,,11/21/2017 21:49,http://n2t.net/ark:/65665/31bd19882-71a0-4d9f-b637-52a89027078b
USNM M   648097,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2 Fragment(s),,,F-1,,,,,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll",,,,,,,,,,,Miocene,,,,,,,,,,,,,3/29/2017 16:42,http://n2t.net/ark:/65665/31e295309-b4a8-4683-b5d8-401a83390221
USNM 1114556,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Lang, J.",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,6 ca.,,,,"Lang, J.",3-Dec-76,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll, Leeward Lagoon Pinnacle Reef",11.365,162.35,,,,,,,,,,,,specimen number : 2060,324599,,,,,,,,,3/29/2017 16:48,http://n2t.net/ark:/65665/30253d350-b824-4f5c-8e79-d5c53ec66d97
USNM 1114652,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Veron, J. E.N.",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Lang, J.",6-Dec-76,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll, Lagoon sill reef by Windward Channel, Jedrol Channel",11.4258,162.373,,,,,,,3,,,,,specimen number : 2863,324599,,,,,,,,,3/29/2017 16:48,http://n2t.net/ark:/65665/370b6f57d-e23e-4ad4-825d-1d804b1202a7
USNM 1128563,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2,,,HA67-48,"Fehlmann, H. A.",20-Jul-67,,Indian Ocean,,,British Indian Ocean Territory,,,,"Chagos Archipelago, Diego Garcia Island",-7.2806,72.4722,,,,,,,0 to 2,,,,,,273012,,,,,,,,,2/26/2019 18:38,http://n2t.net/ark:/65665/30119a591-3ea4-4502-9e08-33c6042de924
USNM 1128564,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Kosmynin, V. N.",1995,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,HA67-48,"Fehlmann, H. A.",20-Jul-67,,Indian Ocean,,,British Indian Ocean Territory,,,,"Chagos Archipelago, Diego Garcia Island",-7.2806,72.4722,,,,,,,0 to 2,,,,,,273012,,,,,,,,,2/26/2019 18:38,http://n2t.net/ark:/65665/3f921631d-650a-458b-8b58-6bb0e2221940
USNM 1128565,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Kosmynin, V. N.",1995,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3,,,HA67-67,Felhmann,4-Sep-67,,Indian Ocean,,,Seychelles,,,,"Aldabra Atoll, NW Tip Of First Islet N Of La Passe Mannian",,,,,,,,,0 to 2,,,,,,273012,,,,,,,,,6/20/2018 14:11,http://n2t.net/ark:/65665/3ddf01abf-5ae9-43a8-a1c4-fe6bf07c8b7e
USNM 718,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora bulbosa Ehrenberg, 1834",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,1838 to 1842,,North Pacific Ocean,,,Singapore,,,,,,,,U.S. Exploring Expedition,,,,,,,,,,,,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3fb7d1046-9492-4a8c-aa63-d01955c3616c
USNM 679,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Dana, James D.",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,1838 to 1842,,South Pacific Ocean,,,Fiji,,,,,,,,U.S. Exploring Expedition,,,,,,,,,,,,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/338060ac9-9b08-4ae9-bb3e-ad07353baf20
USNM 723,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora acuta Lamarck, 1816",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Mixed Lot,,,,,1838 to 1842,,South Pacific Ocean,,,Fiji,,,,,,,,U.S. Exploring Expedition,,,,,,,,,,,,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3b808d6b7-3786-4ff1-8f71-39e7d8c79cb2
USNM 1129875,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora bulbosa Ehrenberg, 1834",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,1838 to 1842,,North Pacific Ocean,,,Singapore,,,,,,,,U.S. Exploring Expedition,,,,,,,,,,,,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3ddd86743-088c-4bbe-adb5-6f9f33b39022
USNM 1129878,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora bulbosa Ehrenberg, 1834",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,1838 to 1842,,North Pacific Ocean,,,Singapore,,,,,,,,U.S. Exploring Expedition,,,,,,,,,,,,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/33b0100ef-43e1-4770-a9a0-b21cc254ee03
USNM 1129879,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora bulbosa Ehrenberg, 1834",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,1838 to 1842,,North Pacific Ocean,,,Singapore,,,,,,,,U.S. Exploring Expedition,,,,,,,,,,,,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3b618c88a-7258-4620-b40d-6228dcc5f2c8
USNM 1131894,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,,,South Pacific Ocean,,,Kiribati,,,,Gilbert Islands,,,,,,,,,,,,,,,0,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/307453d9f-a65c-4429-85b0-6936a62db18f
USNM 1131897,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Taylor, J.",1964,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,Stanford University,16-Oct-64,,Indian Ocean,,,Seychelles,,,,"Mahe, Port Victoria Harbor, SW Tip Of Saint Anne Island",-4.6117,55.5008,,Deep Scattering Layer Study,Te Vega R/V,5,,,3,,,,,,0,,,,,,,,,3/29/2017 16:39,http://n2t.net/ark:/65665/393e7aa93-39f0-4720-91c4-729cffed8cf6
USNM 44358,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,7B,"Tracey, J. I.",31-Mar-46,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll, Namu Island, West Reef, Lagoon, South Beach",,,,U.S. Navy Operation Crossroads,,,,,,,,,,,172586,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/37d355804-20b8-4070-9dfe-5f24f0fb9780
USNM 1132868,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora cespitosa Dana, 1846",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2 Fragment(s),,,,,,,North Pacific Ocean,,,United States,Hawaii,,,"Oahu Island, Kaneohe Bay",,,,,,,,,,,,,,,0,,,,,,,,,4/3/2019 15:34,http://n2t.net/ark:/65665/3d9e1498d-b6a1-490f-b1e5-7260ad5a38bd
USNM 2184,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora cespitosa Dana, 1846",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,,,North Pacific Ocean,,,United States,Hawaii,,,,,,,,,,,,,,,,,Tin Tag Number : 2184,0,,,,,,,,,4/3/2019 15:35,http://n2t.net/ark:/65665/35f61ffe4-5747-4089-a68e-b372dbb8ece8
USNM 20868,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora cespitosa tumida Vaughan, 1907",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Brigham, W. T.",,,North Pacific Ocean,,,United States,Hawaii,,,,,,,,,,,,,,,,,,0,,,,,,,,,4/3/2019 15:36,http://n2t.net/ark:/65665/314ce1b28-0f18-4d8d-a4c2-5cb610b3b122
USNM 15735,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora cespitosa Dana, 1846",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,,,North Pacific Ocean,,,United States,Hawaii,,,Hawaiian Islands,,,,,,,,,,,,,,,18488,,,,,,,,,4/3/2019 15:36,http://n2t.net/ark:/65665/39c32a625-c50d-4a49-8bce-702656100a10
USNM 1132879,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora cespitosa laysanensis Vaughan, 1907",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2 Fragment(s),,,,,,,North Pacific Ocean,,,United States,Hawaii,,,"Oahu Island, Off Kaneohe Bay",,,,,,,,,46,,,,,,206849,,,,,,,,,4/3/2019 15:36,http://n2t.net/ark:/65665/31d36e729-9f65-4f03-92c7-03bf621e171e
USNM 1132880,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2,,,4,"Cloud, P. E.",,,North Pacific Ocean,,,Northern Mariana Islands,,,,Saipan Island,,,,,,,,,,,,,,,0,,,,,,,,,4/17/2019 13:20,http://n2t.net/ark:/65665/3168d6fcf-5dd1-4e68-ba91-43e6003c83b0
USNM 48068,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Talley, K.",1977,,Indian Ocean,Red Sea,,Saudi Arabia,,,,"Jiddah, 20 Mile North Of, 'The Creek', Off Abhor",,,,,,,,,0 to 30,,,,,,0,,,,,,,,,5/13/2019 15:06,http://n2t.net/ark:/65665/3abebb5ba-c749-4eba-ac1c-d82532d78b22
USNM 46989,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,,,North Pacific Ocean,,,Philippines,Cotabato,,,"Pueblo de Tagonaan, Mindanao Island",,,,,,,,,,,,,,,,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/301e6b571-742a-441a-a7d0-5a0b123e160c
USNM 1132882,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Cloud, P. E.",6 Feb 1949 to 13 Feb 1949,,North Pacific Ocean,,,Northern Mariana Islands,,,,"N.W. Saipan Island, Lagoon off Unai Dikiki, Matuis Beach",,,,,,,,,,,,,,,0,,,,,,,,,4/17/2019 13:20,http://n2t.net/ark:/65665/3caace5f1-3277-4fd7-9ca1-a65f4a041c5f
USNM 46924,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,,,South Pacific Ocean,,,Ecuador,Galapagos Islands,,,"Pinta Island, on beach",,,,,,,,,,,,,,,329774,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/3aa8cb379-9af9-436a-9cf6-e8697a44ced7
USNM 1132884,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hamilton, H.",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,,"Frazier, J.",Feb-74,,Indian Ocean,,,Tanzania,,,,"off Pemba Island, SSW of Maziwi Island, Near Fore-Reef Slope",,,,,,,,,,,,,,,,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/3c2ac6545-50bd-488f-9bc2-3222ab15a1b7
USNM 38324,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Wood-Jones, F.",,,Indian Ocean,,,Australia,,,,Cocos Keeling Islands,,,,,,,,,,,,,,,,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/3437f0845-729f-4795-9a7e-db3f90789ea5
USNM 1132885,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Cloud, P. E.",Jan-49,,North Pacific Ocean,,,Northern Mariana Islands,,,,"Saipan Island, NW of Managaha Island, Lagoon W Of Saipan",,,,,,,,,,,,,,,,,,,,,,,,4/17/2019 13:20,http://n2t.net/ark:/65665/33daebaaa-bc6e-4305-abee-23a3d60ad8fd
USNM 1132886,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,Jan-79,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Pillai, Scheer",,,Indian Ocean,Red Sea,,Egypt,,,,"Ghardaga, University Of Egypt Northern Biological Station",,,,,,,,,,,,,,,,,,,,,,,,3/11/2019 18:35,http://n2t.net/ark:/65665/3040ed332-9a92-454e-90ea-92bfce3e7762
USNM 1132887,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,20,"Hope, W. D.",1975,,South Pacific Ocean,,,Ecuador,Galapagos Islands,,,,,,,,,,,,,,,,,,330765,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/3e4334b48-dd36-44e1-87ab-12213866f127
USNM 47848,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hamilton, H.",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,,"Frazier, J.",6-Feb-74,,Indian Ocean,,,Tanzania,,,,"off Pemba Island, SSW of Maziwi Island, Near Fore-Reef Slope",,,,,,,,,,,,,,,,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/38e4c160b-65e5-45fb-9f56-bf1563d65005
USNM 47857,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Hamilton, H.",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,,"Frazier, J.",6-Feb-74,,Indian Ocean,,,Tanzania,,,,"off Pemba Island, SSW of Maziwi Island, Near Fore-Reef Slope",,,,,,,,,,,,,,,,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/3dbf51e61-170c-47a5-9a39-3878ebc133ad
USNM 38325,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Wood-Jones, F.",,,Indian Ocean,,,Australia,,,,Cocos Keeling Islands,,,,,,,,,,,,,,,,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/31a74670d-c9b2-456f-af60-849d66ae823f
USNM 1132888,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,,"Cloud, P. E.",6 Feb 1949 to 13 Feb 1949,,North Pacific Ocean,,,Northern Mariana Islands,,,,"Saipan Island, NW Section, Lagoon Off Unai Dikiki Matuis",,,,,,,,,,,,,,,,,,,,,,,,4/17/2019 13:20,http://n2t.net/ark:/65665/3068be1ae-7f36-4059-83f6-1c91ee4b0844
USNM 44308,Specimen/Lot,"Pocillopora damicornis (Linnaeus, 1758)",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora damicornis (Linnaeus, 1758) : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Gibson-Hill, C. A.",1941,,Indian Ocean,,,Australia,,,,"Cocos Keeling Islands, Outer Edge Of Barrier Reef Between Tikus And Gangsa Islands",,,,,,,,,,,,,,,,,,,,,,,,3/29/2017 16:51,http://n2t.net/ark:/65665/370e888d4-1f11-46f3-920b-85e2c3c2e419
