Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation,Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNM 1202410,Specimen/Lot,"Pocillopora grandis Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora grandis Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora eydouxi Milne Edwards & Haime, 1860",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Mayor, A. G.",,,South Pacific Ocean,,,American Samoa,,,,"Tutuila, Pago Pago Harbor,700 ft out from shore near seaward edge of reef flat off Aua village",,,,,,,,,,,,"Tag: Water agitated 1 fot deep at low tide, bottom rocky and broken Dimensions in mm July 10, 1918 128 x 85 x 116 high April 10, 1917 104.5 x 60.5 x 57 No. 30 = #6",,,,,,,,,,,,4/2/2019 15:50,http://n2t.net/ark:/65665/390c47c3e-20fb-483a-8e8e-44491dc153d6
USNM 1202411,Specimen/Lot,"Pocillopora grandis Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora grandis Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora eydouxi Milne Edwards & Haime, 1860",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Mayor, A. G.",May-20,,South Pacific Ocean,,,American Samoa,,,,"Tutuila Island, Pago Pago Harbor, Shallow Tide Pool Near Seaward Edge Of Aua Reef,",,,,,,,,,,,,Tag: Pure (?) agitated shoallow tide pools near seaward edge of Aua reef #3,3,,,,,,,,,,,4/2/2019 15:50,http://n2t.net/ark:/65665/3f6dff759-49f7-43cb-b760-fd1111d6ddce
USNM 106702,Specimen/Lot,"Pocillopora grandis Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora grandis Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora eydouxi Milne Edwards & Haime, 1860",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Gates, G. E.",,,Indian Ocean,Andaman Sea,,Burma,,,,"Rangoon, Tavoy Coast",,,,,,,,,,,,"Four notes 1. Gordon E Gates Rangoon, burma 106702 2. Part of 106702 From Tavoy Ocast From G. E. Gates, Judson College, Rangoon, Burma For idenitfication 3. Pocilopora eydouxi M. E. & H. 4. Described as new SP by Scheer and Pillai 1974 From Niebar (sp?) Ref: Zollogica14 Mar 2013 Stuttgart v. 126",,,,,,,,,,,,4/2/2019 15:47,http://n2t.net/ark:/65665/3fb40b219-6693-4635-9b9b-870006499250
USNM 44403,Specimen/Lot,"Pocillopora grandis Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora grandis Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora eydouxi Milne Edwards & Haime, 1860",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,7,"Wells, J. W.",17-Aug-47,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll, Namu Island, seaward reef, lithothamnion ridge",,,,,,,,,,,,#5775,,,,,,,,,,,,4/2/2019 15:14,http://n2t.net/ark:/65665/33ccf2f40-c77c-43ba-8d74-985377ce4c37
USNM 44404,Specimen/Lot,"Pocillopora grandis Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora grandis Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora eydouxi Milne Edwards & Haime, 1860",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,10,"Wells, J. W.",5-Aug-47,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll, seaward reef margin midway Between Aomoen And Bikini Islands",,,,,,,,,,,,,,,,,,,,,,,,4/2/2019 15:16,http://n2t.net/ark:/65665/3daf0cfd3-8686-4602-87a0-274d24c931bf
USNM 44406,Specimen/Lot,"Pocillopora grandis Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora grandis Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora eydouxi Milne Edwards & Haime, 1860",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2 Fragment(s),,,103,,30-Jul-47,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll, Seaward Slope Off Enyu Island",,,,,,,,,23 to 30,,,,, : #6127,,,,,,,,,,4/2/2019 15:18,http://n2t.net/ark:/65665/333f258e1-4710-4659-b0a2-94fdb15f5b78
USNM 1204378,Specimen/Lot,"Pocillopora grandis Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora grandis Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,50 ca.,,,NOT REC.,United States Fish Commission,9 Nov 1899,,South Pacific Ocean,,,French Polynesia,,,,"Society Islands, Tahiti, Papeete",-17.53,-149.57,,,Albatross R/V,,,,,,,,,,,,,,,,,,,9/27/2017 12:40,http://n2t.net/ark:/65665/385d8b861-59ac-45ce-9258-1d4ec24f2dcb
USNM 1206301,Specimen/Lot,"Pocillopora grandis Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora grandis Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria","Pocillopora eydouxi Milne Edwards & Haime, 1860; Pocillopora modumanensis Vaughan, 1907",,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Mayer, A. G.",,,South Pacific Ocean,,,American Samoa,,,,"Tutuila Island, Pago Pago Harbor",,,,,,,,,,,,"TAG attached to specimen: No. 33D, Pago Pago Harbor Samoa. Grown at depth if 2 fathoms in agitated wateroff Goa Goa (sp?) village from Sept 3, 1919 to May 29, 1920 Dimensions 1919 = 76.5 x 56 x 106 high, weight 6.75 oz. Av. Dimensions 1920 - 103 x 82 x 115 mm. high. Weight 11.5 oz. Av. Pocillopora eydouxi #2 TAG in box: Pocillopora sp. aff. P. modumanensis Vaughan Samoa",,,,,,,,,,,,4/2/2019 15:51,http://n2t.net/ark:/65665/394f93f32-d562-46e4-9206-7e0a0bfc7f5b
USNM M   324784,Specimen/Lot,"Pocillopora guantanamensis Vaughan, 1919",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Vaughan, T. W.",,"Pocillopora guantanamensis Vaughan, 1919 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,Holotype,"Vaughan. 1919. Bull. U.S. Nat. Mus. 103: 344-345, pl.77, fig.2.",,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,GS 07514,U.S. Geological Survey,,,,,,Cuba,,,,Guantanamo,,,,,,,,,,,Tertiary,,,,,,,,,,,,,3/29/2017 16:43,http://n2t.net/ark:/65665/33e281f79-1e2b-4a48-9c16-bf1560cb4e57
USNM 99393,Specimen/Lot,"Pocillopora inflata Glynn, 1998",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Glynn, P. W.",1998,"Pocillopora inflata Glynn, 1998 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,Holotype,"Glynn, P. W. 1999. Pac. Sci. 53(2): 169-176, figs.3-5.",,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Glynn, P. W.",1-Mar-94,,South Pacific Ocean,,,Ecuador,Galapagos Islands,,,"Espanola Island, Gardiner Bay",-1.3589,-89.6431,,,,,,,8,,,,,,420889,,,,,,,,,3/29/2017 16:57,http://n2t.net/ark:/65665/338cd02cf-026f-4e90-804e-847c74729543
USNM 99471,Specimen/Lot,"Pocillopora inflata Glynn, 1999",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Glynn, P. W.",1999,"Pocillopora inflata Glynn, 1999 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",Pocillopora sp.,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2 ca.,,,66-128,,23-May-66,,South Pacific Ocean,,,Ecuador,Galapagos Islands,,,"Santa Cruz Island, Academy Bay",-0.7472,-90.3097,,SEPBOP,Anton Bruun R/V,16,,,12 to 14,,,,,,,,,,,,,,,3/29/2017 16:41,http://n2t.net/ark:/65665/3a38138ed-5277-4105-a241-bd320fa1f8e8
USNM 99472,Specimen/Lot,"Pocillopora inflata Glynn, 1999",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Glynn, P. W.",1999,"Pocillopora inflata Glynn, 1999 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",Pocillopora sp.,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,66-128,,23-May-66,,South Pacific Ocean,,,Ecuador,Galapagos Islands,,,"Santa Cruz Island, Academy Bay",-0.7472,-90.3097,,SEPBOP,Anton Bruun R/V,16,,,12 to 14,,,,,,,,,,,,,,,3/29/2017 16:41,http://n2t.net/ark:/65665/3b3d130a3-336c-411c-9264-fd91b43ecacf
USNM 99474,Specimen/Lot,"Pocillopora inflata Glynn, 1999",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Glynn, P. W.",,"Pocillopora inflata Glynn, 1999 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",Pocillopora sp.,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 ca.,,,24,"Hope, W. D.",1979,,South Pacific Ocean,,,Ecuador,Galapagos Islands,,,"Floreana Island, Devil's Crown",,,,,,,,,5,,,,,,330765,,,,,,,,,3/29/2017 16:59,http://n2t.net/ark:/65665/357b02e71-794c-4d04-9ea1-2b63706da1ac
USNM 441,Specimen/Lot,"Pocillopora informis Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Dana, James Dwight",,"Pocillopora informis Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,Syntype,"Dana. 1846. Zoophytes. 7: 535, pl.51, fig.3.",,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,,1838 to 1842,,North Pacific Ocean,,,United States,Hawaii,,,,,,,U.S. Exploring Expedition,,,,,,,,,,,,,,,,,,,,3/29/2017 16:57,http://n2t.net/ark:/65665/3d3661c79-cbc8-4e76-87bb-bda463d872c3
USNM 81200,Specimen/Lot,"Pocillopora informis Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora informis Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,K.V.P.,,,North Pacific Ocean,,,United States,Hawaii,,,Oahu Island,,,,,,,,,,,,,,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3b7b553d5-4b05-4833-8e0c-75c73d52fdbe
USNM 100513,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,1450,"Humes, A. G.",20-Jul-69,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll, Enewetak Island, In Quarry, North End Of Island",,,,,,,,,2,,,Collection 1450,Humes 1450,,2015189,,,,,,,,,9/28/2021 17:27,http://n2t.net/ark:/65665/3eac751fa-7e7e-488d-a0ce-57479bdffe66
USNM 20972,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Vaughan, T. W.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Brigham, W. T.",,,North Pacific Ocean,,,United States,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/39789c654-435b-402c-bf0e-d33b4f0bc79a
USNM 20982,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Vaughan, T. W.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,3932,United States Fish Commission,16-May-02,"Net - Surface Tow (2 nets, 1 each side)",North Pacific Ocean,,,United States,Hawaii,,,Laysan Island,25.7667,-171.533,,Hawaiian Explorations,Albatross R/V,,,,0,surface,,"On two old tags ""ligulata' has been crossed out and ""aspera"" substituted. A note says ""This is Verrill's P. aspera which must become a synonym of P. ligulata Dana.""",USFC/A3932,,,,,,,,,,,3/29/2017 16:46,http://n2t.net/ark:/65665/34b905ca6-3176-4f6a-9c13-fe4afce88221
USNM 20983,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Vaughan, T. W.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,3968,United States Fish Commission,29-May-02,Tangles - 6 hemp,North Pacific Ocean,,,United States,Hawaii,,,French Frigate Shoals,23.7667,-166.315,,Hawaiian Explorations,Albatross R/V,,,,26.5 to 30.2,,,,USFC/A3968,,,,,,,,,,,3/29/2017 16:46,http://n2t.net/ark:/65665/34c4c3b63-93c4-4509-aefe-6fc11694ae06
USNM 44400,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,Hypotype,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,10D,"Wells, J. W.",2-Aug-47,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Bikini Atoll, Bikini Island, Seaward Reef Off Center Of Island",,,,,,,,,,,,,,,172586,,,,,,,,,3/29/2017 16:41,http://n2t.net/ark:/65665/33367b6d1-04dd-4b95-b1e9-af27fcd9edc0
USNM 62403,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,5,,,R-1,,,,,,,United States,Hawaii,,,Midway Island,,,,,,,,,,,Miocene,,,,342628,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/3f315fe0e-1900-47e2-b0d6-4a6832f518e7
USNM 62412,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,,,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,5,,,R-1,,,,,,,United States,Hawaii,,,Midway Island,,,,,,,,,,,Miocene,,,,342628,,,,,,,,,3/29/2017 16:45,http://n2t.net/ark:/65665/3481efd33-5ef6-401d-9416-ed810c0a765d
USNM 80291,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Ladd, H. S.",1965,,North Pacific Ocean,,,United States,Hawaii,,,"Midway Island, Welles Harbor",,,,,,,,,5,,,,,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3dbc79d21-a971-4309-9371-8c77681c9cbc
USNM 80292,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Ladd, H. S.",1965,,North Pacific Ocean,,,United States,Hawaii,,,"Midway Island, SW Quadrant",,,,,,,,,,,,,,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3c7cf6ad9-acc6-41c0-b921-cc65167f6e3c
USNM 80293,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,,"Ladd, H. S.",1965,,North Pacific Ocean,,,United States,Hawaii,,,"Midway Island, SW Quadrant",,,,,,,,,,,,,,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3e0a16c2d-c33c-4c13-94b2-e73da30408f2
USNM 81182,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 Fragment(s),,,,"Ladd, H. S.",1965,,North Pacific Ocean,,,United States,Hawaii,,,"Midway Island, Flat North Of Old Reef Near Reef Motel",,,,,,,,,,,,,,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/36e54485d-268f-4c58-866b-d7655532befa
USNM 81225,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2,,,,"Edmondson, C. H.",,,North Pacific Ocean,,,Kiribati,,,,"Line Islands, Washington Island",,,,,,,,,,,,,,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3910c3607-eb7f-4005-a4a1-8529f6bffb59
USNM 81227,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Dana, T. F.",,,North Pacific Ocean,,,United States,Hawaii,,,"Midway Island, North Side Of Lagoon",,,,,,,,,1 to 2,,,,,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/381e9c046-e8eb-44b4-a6bc-a64af57840ce
USNM 81230,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Ladd, H. S.",1965,,North Pacific Ocean,,,United States,Hawaii,,,"Midway Island, NW Reef",,,,,,,,,4 to 8,,,,,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/37a2d382c-826a-499e-88e0-7db31017af11
USNM 81234,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Ladd, H. S.",1965,,North Pacific Ocean,,,United States,Hawaii,,,"Midway Island, Welles Harbor",,,,,,,,,5,,,,,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3a6de92ee-635b-4bf7-8a46-c199468b4379
USNM 81655,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2,,,1450,"Humes, A. G.",20-Jul-69,,North Pacific Ocean,,,Marshall Islands,,,,"Ralik Chain, Enewetak Atoll, Enewetak Island, In Quarry, North End Of Island",,,,,,,,,2,,,,Humes 1450,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/3ed42cb92-2012-42e2-be22-1c21da731412
USNM 81656,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,2 ca.,,,,"Wells, J. W.",15-Jun-50,,North Pacific Ocean,,,Marshall Islands,,,,"Ratak Chain, Arno Atoll, Ine Anchorage Reef, Inner Acropora Zone",,,,,,,,,,,,,,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/38179366f-9579-4dc6-a12c-acbff31e372a
USNM 85431,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Wells, J. W.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1 ca.,,,,"Ackerman, J.",1965,,North Pacific Ocean,,,United States,Hawaii,,,"Oahu Island, Kaneohe Bay",,,,,,,,,46,,,,,,373757,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/30bc53c1b-32f0-41f2-8776-90a33d29c9dc
USNM 20986,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Brigham, W. T.",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,3,,,,"Brigham, W. T.",,,North Pacific Ocean,,,United States,Hawaii,,,Molokai Island,,,,,,,,,,,,,,,,,,,,,,,,3/29/2017 16:40,http://n2t.net/ark:/65665/390305dce-e37b-49bb-8244-5fa6168103b7
USNM 1154312,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Cox, Evelyn",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,5,,,,"Cox, E.",10-Nov-08,,North Pacific Ocean,,,United States,Hawaii,,,"Oahu Island, Crash Boat Channel",,,,,,,,,,,,,HAW08-06 - HAW08-10,sample number : HAW08-06 - HAW08-10,2056405,,,,,,,,,3/29/2017 16:53,http://n2t.net/ark:/65665/327d094f9-fb8d-45a1-be0b-398fae47b73b
USNM 1154314,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Cox, Evelyn",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,8,,,,"Cox, E.",10-Jun-09,,North Pacific Ocean,,,United States,Hawaii,,,"Oahu Island, Crash Boat Channel",,,,,,,,,1.5,,,,HAW09_002 - HAW09_009,sample number : HAW09_002 - HAW09_009,2056405,,,,,,,,,3/29/2017 16:53,http://n2t.net/ark:/65665/341208477-a455-44e5-b1a5-ea77b5590803
USNM 1154316,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Cox, Evelyn",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,1,,,,"Cox, E.",10-Jun-09,,North Pacific Ocean,,,United States,Hawaii,,,"Oahu Island, Kaneohe Bay",,,,,,,,,2,,,,HAW09_001,sample number : HAW09_001,2056405,,,,,,,,,3/29/2017 16:53,http://n2t.net/ark:/65665/35ef9e859-c183-4192-835b-d2965adfd028
USNM 1154317,Specimen/Lot,"Pocillopora ligulata Dana, 1846",Pocilloporidae,Cnidaria,Anthozoa,Scleractinia,"Cox, Evelyn",,"Pocillopora ligulata Dana, 1846 : Pocilloporidae : Scleractinia : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Hexacorallia, Scleractinia, Pocilloporidae",Corals,,5,,,,"Cox, E.",10-Jun-09,,North Pacific Ocean,,,United States,Hawaii,,,"Oahu Island, Kaneohe Bay",,,,,,,,,2,,,,"HAW09_102 - HAW09_103, HAW09_105, HAW09_131 - HAW0","sample number : HAW09_102 - HAW09_103, HAW09_105, HAW09_131 - HAW09_132",2056405,,,,,,,,,3/29/2017 16:53,http://n2t.net/ark:/65665/3f79910ae-b2a5-4c70-aa22-300d575f4556
